Category	Geneset.ID	Description	Number.of.Genes	enrich.status	enrich.fdr	enrich.pvalue	promoter.status	promoter.fdr	promoter.pvalue	enhancer.status	enhancer.fdr	enhancer.pvalue
Gene Ontology Biological Process	GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	38	enriched	0.931172478539203	0.805810667699956	depleted	0.732786005106703	0.432654811311304	farther	0.853283967897141	0.632478754262195
Gene Ontology Biological Process	GO:0010259	multicellular organism aging	22	enriched	0.931172478539203	0.805836180255333	depleted	0.737714189502751	0.440140390635679	closer	0.541472443209888	0.239536849837518
Gene Ontology Biological Process	GO:0002385	mucosal immune response	17	enriched	0.931172478539203	0.8059091135254	depleted	0.459242469501636	0.155375790653469	closer	0.561790141865441	0.256199877589875
Gene Ontology Biological Process	GO:0010676	positive regulation of cellular carbohydrate metabolic process	42	enriched	0.931912434560454	0.807144684600267	depleted	0.887354821318916	0.697465361591046	closer	0.220797387691267	0.0444248281495514
Gene Ontology Biological Process	GO:0006970	response to osmotic stress	65	enriched	0.931912434560454	0.807425469608633	enriched	0.591911312045789	0.271767106313996	closer	0.707948052493388	0.421969424581734
Gene Ontology Biological Process	GO:0072210	metanephric nephron development	50	enriched	0.931912434560454	0.807689636501789	depleted	0.624328799128605	0.307142177202636	farther	0.889270259979962	0.701845509612039
Gene Ontology Biological Process	GO:1900181	negative regulation of protein localization to nucleus	63	enriched	0.931912434560454	0.807778650678916	enriched	0.678187241236279	0.367889465701576	farther	0.369530397038315	0.115035048971416
Gene Ontology Biological Process	GO:0090087	regulation of peptide transport	691	enriched	0.931980659179878	0.809113721139259	enriched	0.888449805193816	0.702696967617006	farther	0.213028006472743	0.0417002960808738
Gene Ontology Biological Process	GO:0086091	regulation of heart rate by cardiac conduction	22	enriched	0.931980659179878	0.809162492668357	enriched	0.639924668467757	0.322414121603179	farther	0.813303094043166	0.574782531669196
Gene Ontology Biological Process	GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	18	enriched	0.931980659179878	0.809608685808991	depleted	0.115199160413435	0.00982508830818205	closer	0.73352302381916	0.458634678599844
Gene Ontology Biological Process	GO:0097191	extrinsic apoptotic signaling pathway	219	enriched	0.931980659179878	0.80981092611918	enriched	0.471108724271618	0.163036995000517	farther	0.28186234944934	0.0694411797150825
Gene Ontology Biological Process	GO:0001525	angiogenesis	462	enriched	0.931980659179878	0.810039689065113	depleted	0.0284011392529579	0.000954521405917676	closer	0.256541427207345	0.0592248187253242
Gene Ontology Biological Process	GO:0009108	coenzyme biosynthetic process	131	enriched	0.931980659179878	0.810764786594037	enriched	0.156506672510663	0.0172462031684907	farther	0.239608266219927	0.0518995232862666
Gene Ontology Biological Process	GO:0045446	endothelial cell differentiation	95	enriched	0.931980659179878	0.810783955104984	depleted	0.661875594305034	0.349476471968775	closer	0.592485964961676	0.283322906679677
Gene Ontology Biological Process	GO:0021522	spinal cord motor neuron differentiation	28	enriched	0.931980659179878	0.810918759978409	enriched	0.782892223386649	0.498893350465538	closer	0.741344424357241	0.472701302735715
Gene Ontology Biological Process	GO:1901881	positive regulation of protein depolymerization	16	enriched	0.931980659179878	0.811597592816019	depleted	0.880845037269281	0.681187054215264	closer	0.995263469648511	0.989948684174968
Gene Ontology Biological Process	GO:0034162	toll-like receptor 9 signaling pathway	16	enriched	0.931980659179878	0.811925703405841	depleted	0.535766529785337	0.212686538670357	closer	0.58311109454769	0.273963552423957
Gene Ontology Biological Process	GO:0007257	activation of JUN kinase activity	33	enriched	0.931980659179878	0.811997430988703	enriched	0.978322590857017	0.938111437162906	farther	0.173740245462761	0.0285305149515456
Gene Ontology Biological Process	GO:0042523	positive regulation of tyrosine phosphorylation of Stat5 protein	23	enriched	0.931980659179878	0.812628778894599	depleted	0.363015915295707	0.0895227924333574	closer	0.266659180964428	0.0630595465742591
Gene Ontology Biological Process	GO:0032459	regulation of protein oligomerization	39	enriched	0.931980659179878	0.812717065498053	depleted	0.564643103752372	0.241552108932252	farther	0.683205578194725	0.385238423525578
Gene Ontology Biological Process	GO:0000165	MAPK cascade	808	enriched	0.931980659179878	0.812864403029248	depleted	0.678374657901196	0.36844461939119	farther	0.965945643502687	0.904096800650263
Gene Ontology Biological Process	GO:0006486	protein glycosylation	255	enriched	0.931980659179878	0.812931375520344	depleted	0.948970362182692	0.849878570943484	closer	0.0571270454225465	0.00456772632986853
Gene Ontology Biological Process	GO:0043413	macromolecule glycosylation	255	enriched	0.931980659179878	0.812931375520344	depleted	0.948970362182692	0.849878570943484	closer	0.0571270454225465	0.00456772632986853
Gene Ontology Biological Process	GO:0070301	cellular response to hydrogen peroxide	106	enriched	0.932094692409853	0.813572862942735	depleted	0.858373515926551	0.63625127445302	farther	0.246420833216721	0.0551210780252173
Gene Ontology Biological Process	GO:0001696	gastric acid secretion	14	enriched	0.932251643917002	0.814375596722891	depleted	0.965983845331155	0.903864832375325	farther	0.995263469648511	0.989934835278253
Gene Ontology Biological Process	GO:0006643	membrane lipid metabolic process	159	enriched	0.932251643917002	0.814411851510483	depleted	0.9270700195737	0.790276931145735	farther	0.275993923868871	0.0671394406775409
Gene Ontology Biological Process	GO:1901385	regulation of voltage-gated calcium channel activity	18	enriched	0.93225340302861	0.814747384170026	enriched	0.345570114772583	0.0818125394354681	closer	0.94521902021086	0.843120596918372
Gene Ontology Biological Process	GO:0090277	positive regulation of peptide hormone secretion	59	enriched	0.93225340302861	0.815097218222431	depleted	0.650346929149679	0.335569905712553	farther	0.426188743828239	0.152917201235297
Gene Ontology Biological Process	GO:0033598	mammary gland epithelial cell proliferation	45	enriched	0.93225340302861	0.815366644838396	depleted	0.937904740741547	0.81957584688864	closer	0.852821324933966	0.630978677509779
Gene Ontology Biological Process	GO:0001945	lymph vessel development	39	enriched	0.93225340302861	0.815518435330125	depleted	0.143578682971882	0.0150842500815584	closer	0.420537592695839	0.148025955365493
Gene Ontology Biological Process	GO:0042255	ribosome assembly	37	enriched	0.932331012624825	0.815947765458632	enriched	0.561054055187183	0.237555530519083	farther	0.53858340481907	0.236667683412451
Gene Ontology Biological Process	GO:2000209	regulation of anoikis	20	enriched	0.932522086129226	0.816295743547118	depleted	0.877629804763155	0.672469590662677	farther	0.805603359287977	0.562001645682773
Gene Ontology Biological Process	GO:0032652	regulation of interleukin-1 production	66	enriched	0.932904192727669	0.817172716987079	enriched	0.915826716909943	0.763514384460102	closer	0.950552890480658	0.857456117090867
Gene Ontology Biological Process	GO:0060421	positive regulation of heart growth	54	enriched	0.935422624346075	0.820200401383884	enriched	0.972293625582327	0.925122199788051	closer	0.703026708443946	0.415251638737998
Gene Ontology Biological Process	GO:0006298	mismatch repair	22	enriched	0.935422624346075	0.820208434291635	depleted	0.62497716216948	0.307908408929391	farther	0.882051195982596	0.689673616549999
Gene Ontology Biological Process	GO:0097035	regulation of membrane lipid distribution	38	enriched	0.935422624346075	0.820316421414745	enriched	0.964785834242454	0.895321163043954	closer	0.820444955250863	0.584441793089149
Gene Ontology Biological Process	GO:0000423	macromitophagy	21	enriched	0.935487182022619	0.820704591167741	depleted	0.982493078422017	0.951245561691694	closer	0.950552890480658	0.856093097635821
Gene Ontology Biological Process	GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	81	enriched	0.937226598579488	0.822593920986222	enriched	0.896692130326914	0.722314382711256	farther	0.701664764912956	0.413224086305326
Gene Ontology Biological Process	GO:0045026	plasma membrane fusion	23	enriched	0.937463053941655	0.823144437119496	depleted	0.00929244895158781	0.000147699324293507	closer	0.5277674051635	0.227618235411667
Gene Ontology Biological Process	GO:0043032	positive regulation of macrophage activation	17	enriched	0.937463053941655	0.823164883573502	depleted	0.790012218957791	0.514526275576309	farther	0.980769949823672	0.944839436058083
Gene Ontology Biological Process	GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	33	enriched	0.937586525343276	0.823651591339587	depleted	0.618653185556879	0.300091178511473	farther	0.940984966534136	0.82680458486126
Gene Ontology Biological Process	GO:0071875	adrenergic receptor signaling pathway	22	enriched	0.937586525343276	0.823866773737856	enriched	0.731841628260088	0.429260082790274	farther	0.880494253379006	0.687008509195583
Gene Ontology Biological Process	GO:0006958	complement activation, classical pathway	18	enriched	0.937586525343276	0.824000253131695	depleted	0.45352859946202	0.150765952331336	closer	0.863819293558003	0.653786354729673
Gene Ontology Biological Process	GO:0016445	somatic diversification of immunoglobulins	46	enriched	0.938301066358372	0.825124789964966	depleted	0.728041938982148	0.424678740848149	farther	0.315402281314389	0.0861948418795199
Gene Ontology Biological Process	GO:0044783	G1 DNA damage checkpoint	71	enriched	0.938301066358372	0.825355735439871	enriched	0.852769331164004	0.626642476147071	farther	0.0419036523923178	0.00288209104933809
Gene Ontology Biological Process	GO:0051204	protein insertion into mitochondrial membrane	40	enriched	0.938697128010837	0.826334287864474	enriched	0.984301730070337	0.958985356014968	farther	0.69931887280581	0.40923506047698
Gene Ontology Biological Process	GO:0060491	regulation of cell projection assembly	176	enriched	0.938697128010837	0.826765637957999	depleted	0.972200288578895	0.921884824913347	closer	0.58311109454769	0.273453035169686
Gene Ontology Biological Process	GO:0045071	negative regulation of viral genome replication	34	enriched	0.938697128010837	0.826795842155698	depleted	0.915826716909943	0.763100363158954	farther	0.818040136095608	0.581210824831779
Gene Ontology Biological Process	GO:0016569	covalent chromatin modification	527	enriched	0.938828771159705	0.827235661466289	enriched	0.0193045059687249	0.000523867190467433	farther	0.0888538986639304	0.00909378920227859
Gene Ontology Biological Process	GO:0046718	viral entry into host cell	124	enriched	0.938828771159705	0.828165982947159	enriched	0.774475073052958	0.487845311083086	farther	0.616601793465215	0.305775745615679
Gene Ontology Biological Process	GO:0006882	cellular zinc ion homeostasis	32	enriched	0.938828771159705	0.828537575486411	enriched	0.481663437060452	0.169828608647599	closer	0.110136998631115	0.0130451190170058
Gene Ontology Biological Process	GO:0030325	adrenal gland development	13	enriched	0.938828771159705	0.828549601684461	enriched	0.710897310025689	0.405556444032525	farther	0.582355281354563	0.272749475144677
Gene Ontology Biological Process	GO:0090200	positive regulation of release of cytochrome c from mitochondria	22	enriched	0.939900368170939	0.829895549767087	depleted	0.484881710342514	0.172368201665833	farther	0.61233507410818	0.302072642683721
Gene Ontology Biological Process	GO:0010390	histone monoubiquitination	25	enriched	0.939900368170939	0.83004188357953	enriched	0.561054055187183	0.237255712033718	closer	0.863819293558003	0.654687621207946
Gene Ontology Biological Process	GO:0022406	membrane docking	150	enriched	0.939955177973306	0.830272484207086	depleted	0.938903582560428	0.82432482766975	farther	0.664874615605569	0.36074601650644
Gene Ontology Biological Process	GO:0030262	apoptotic nuclear changes	23	enriched	0.940404528727978	0.830851684811422	enriched	0.661429336672405	0.348856217306768	farther	0.243345322672954	0.0533954071071494
Gene Ontology Biological Process	GO:0036149	phosphatidylinositol acyl-chain remodeling	6	enriched	0.941536856842764	0.833546354238229	depleted	0.622241209404121	0.30490904775608	farther	0.737626535644426	0.466110196976319
Gene Ontology Biological Process	GO:0002467	germinal center formation	27	enriched	0.942798160947366	0.835923945065695	enriched	0.733870060711695	0.43471736877979	farther	0.407619600631727	0.139668161558907
Gene Ontology Biological Process	GO:0031100	animal organ regeneration	84	enriched	0.943546637072842	0.837610364957703	depleted	0.509927006802427	0.191605474374615	farther	0.772137732160427	0.51574265457606
Gene Ontology Biological Process	GO:1903427	negative regulation of reactive oxygen species biosynthetic process	25	enriched	0.943546637072842	0.837831429501702	enriched	0.862951811468017	0.643922955767507	closer	0.981517480768925	0.946299248945874
Gene Ontology Biological Process	GO:0007289	spermatid nucleus differentiation	16	enriched	0.943546637072842	0.837892213227957	enriched	0.745049840802052	0.45034258058819	farther	0.300980561575219	0.077370324975169
Gene Ontology Biological Process	GO:0044331	cell-cell adhesion mediated by cadherin	12	enriched	0.943546637072842	0.837991187911877	depleted	0.450901160490442	0.148668903662384	closer	0.815948759201919	0.578708375638655
Gene Ontology Biological Process	GO:0002675	positive regulation of acute inflammatory response	24	enriched	0.943546637072842	0.838101770726731	depleted	0.364130153903464	0.090414950019449	closer	0.452443794418589	0.171654674495487
Gene Ontology Biological Process	GO:0030308	negative regulation of cell growth	140	enriched	0.943546637072842	0.838265504626599	enriched	0.697816170940578	0.391726215518123	farther	0.31125634460621	0.0833797767485526
Gene Ontology Biological Process	GO:0098727	maintenance of cell number	175	enriched	0.943546637072842	0.838382978162805	enriched	0.797485212810033	0.525544148928895	farther	0.248630459073232	0.0564522018786158
Gene Ontology Biological Process	GO:2000403	positive regulation of lymphocyte migration	18	enriched	0.943833272392512	0.839130923089957	enriched	0.971050986660614	0.919665656294584	farther	0.889270259979962	0.702530015690203
Gene Ontology Biological Process	GO:1904705	regulation of vascular smooth muscle cell proliferation	25	enriched	0.943833272392512	0.839644990327133	depleted	0.878613693346487	0.678332688621643	farther	0.340459120650922	0.0989170373791459
Gene Ontology Biological Process	GO:1990874	vascular smooth muscle cell proliferation	25	enriched	0.943833272392512	0.839644990327133	depleted	0.878613693346487	0.678332688621643	farther	0.340459120650922	0.0989170373791459
Gene Ontology Biological Process	GO:2000036	regulation of stem cell population maintenance	27	enriched	0.943833272392512	0.839841018199195	enriched	0.805524938955084	0.536737882074373	farther	0.68284874930842	0.383069598518223
Gene Ontology Biological Process	GO:0071636	positive regulation of transforming growth factor beta production	21	enriched	0.944437895780063	0.840996547548873	depleted	0.771757503267995	0.4833958113919	closer	0.403166093422667	0.136993634768353
Gene Ontology Biological Process	GO:1901617	organic hydroxy compound biosynthetic process	159	enriched	0.945333249937415	0.842535817641448	enriched	0.969557100103382	0.916935276488545	closer	0.513177782089032	0.217238599293913
Gene Ontology Biological Process	GO:0070085	glycosylation	261	enriched	0.945635951881494	0.843355498082332	depleted	0.901671637756228	0.735330554640387	closer	0.0744184946444504	0.0067981960610711
Gene Ontology Biological Process	GO:0050818	regulation of coagulation	105	enriched	0.946574044065738	0.844742566171479	depleted	0.0228353465183985	0.000668525175268057	closer	0.247206194234993	0.05568009259567
Gene Ontology Biological Process	GO:0042092	type 2 immune response	36	enriched	0.946589091204984	0.844939477611737	depleted	0.296369803552631	0.060935833699817	farther	0.932819343548449	0.808725530607811
Gene Ontology Biological Process	GO:0009100	glycoprotein metabolic process	369	enriched	0.946960570740674	0.845821730950383	depleted	0.678525809839912	0.36892128253556	closer	0.0159355782084931	0.000701177796729584
Gene Ontology Biological Process	GO:0051223	regulation of protein transport	672	enriched	0.947137538487074	0.846185246858118	enriched	0.921138281060393	0.775567565308937	farther	0.235222339556816	0.0500454323498303
Gene Ontology Biological Process	GO:0032527	protein exit from endoplasmic reticulum	29	enriched	0.94800542859769	0.848000808656814	enriched	0.0381492666772044	0.00158986089079259	farther	0.0174188285943056	0.000806958719526856
Gene Ontology Biological Process	GO:0031032	actomyosin structure organization	217	enriched	0.94800542859769	0.848517609318285	enriched	0.448108738435425	0.147053323157816	closer	0.118175124892178	0.0146424113220682
Gene Ontology Biological Process	GO:0006942	regulation of striated muscle contraction	68	enriched	0.948551011176463	0.849632530072967	depleted	0.710897310025689	0.404900603857312	closer	0.141407872099757	0.020155782523184
Gene Ontology Biological Process	GO:0055001	muscle cell development	167	enriched	0.948586035113041	0.850141635833081	depleted	0.960693842390425	0.881708877468357	closer	0.653592764852498	0.345863199854103
Gene Ontology Biological Process	GO:0060443	mammary gland morphogenesis	51	enriched	0.949059557443196	0.85091250200337	depleted	0.987868502669161	0.968569735045612	closer	0.876327531229107	0.676567659795606
Gene Ontology Biological Process	GO:0031440	regulation of mRNA 3'-end processing	17	enriched	0.949059557443196	0.851007852826561	enriched	0.501055299973094	0.184897664294033	farther	0.597089209623688	0.28726020901066
Gene Ontology Biological Process	GO:0051494	negative regulation of cytoskeleton organization	118	enriched	0.949625106407582	0.852181645225528	enriched	0.279610485873217	0.0530193200663145	closer	0.696078965650752	0.400862687914011
Gene Ontology Biological Process	GO:0008202	steroid metabolic process	241	enriched	0.949625106407582	0.852290703825395	enriched	0.964785834242454	0.895499924017752	farther	0.69463823064379	0.399494404016306
Gene Ontology Biological Process	GO:0019835	cytolysis	26	enriched	0.949625106407582	0.852535514096636	depleted	0.338189220679598	0.0785521490523884	closer	0.883071719407877	0.691702426463894
Gene Ontology Biological Process	GO:0006629	lipid metabolic process	1130	enriched	0.951564279631356	0.854573064215051	depleted	0.0195725600606369	0.000534935252674899	closer	0.327162772102848	0.0920348833652243
Gene Ontology Biological Process	GO:0034377	plasma lipoprotein particle assembly	15	enriched	0.952159709615156	0.855633342464792	depleted	0.661875594305034	0.34945744019639	farther	0.377314499068577	0.119432947660203
Gene Ontology Biological Process	GO:0055119	relaxation of cardiac muscle	19	enriched	0.952201878633387	0.855931190463983	enriched	0.304191448671822	0.0651544002291845	closer	0.727743170173075	0.448108683298072
Gene Ontology Biological Process	GO:0042474	middle ear morphogenesis	29	enriched	0.952201878633387	0.85604037858144	depleted	0.0526847638883378	0.00272665864667304	closer	0.782823085177127	0.52867404349548
Gene Ontology Biological Process	GO:0032768	regulation of monooxygenase activity	49	enriched	0.952242290904383	0.856445867376688	enriched	0.930734509720471	0.803770292026897	closer	0.915477807533935	0.773778238591097
Gene Ontology Biological Process	GO:0016072	rRNA metabolic process	210	enriched	0.952251021375979	0.85665755777594	enriched	0.616810121236754	0.298182679272042	farther	0.094828304953976	0.0102794075470938
Gene Ontology Biological Process	GO:0046638	positive regulation of alpha-beta T cell differentiation	46	enriched	0.952251021375979	0.856882034010757	depleted	0.365558070864456	0.0922919532375166	farther	0.995892064087321	0.992136892994296
Gene Ontology Biological Process	GO:0051154	negative regulation of striated muscle cell differentiation	37	enriched	0.952251021375979	0.857113417186708	depleted	0.454581970297176	0.15164480924238	farther	0.869248331919627	0.662011631977729
Gene Ontology Biological Process	GO:0046470	phosphatidylcholine metabolic process	50	enriched	0.952793476578557	0.857865031732389	depleted	0.895099101263506	0.71790087515496	farther	0.769127172727284	0.511594528619818
Gene Ontology Biological Process	GO:1903076	regulation of protein localization to plasma membrane	76	enriched	0.953907360792775	0.860674803252352	enriched	0.764143481229234	0.472632925669335	closer	0.632897890164201	0.326103060208909
Gene Ontology Biological Process	GO:0002274	myeloid leukocyte activation	548	enriched	0.953907360792775	0.861137380690688	depleted	0.786147914018185	0.507076215292531	farther	0.276425313696026	0.0674051259216128
Gene Ontology Biological Process	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	77	enriched	0.953907360792775	0.862104495839594	enriched	0.927362661642455	0.792651632652734	farther	0.853515240652559	0.632815622309757
Gene Ontology Biological Process	GO:2000191	regulation of fatty acid transport	19	enriched	0.953907360792775	0.862384433755284	depleted	0.117984979883725	0.0102227730195823	closer	0.369530397038315	0.115027768301669
Gene Ontology Biological Process	GO:0051149	positive regulation of muscle cell differentiation	98	enriched	0.953907360792775	0.862756908431378	depleted	0.644311927152806	0.329560768035486	closer	0.998389674904007	0.997035007773879
Gene Ontology Biological Process	GO:0061323	cell proliferation involved in heart morphogenesis	27	enriched	0.953907360792775	0.862777199600773	depleted	0.972182236047782	0.921679262746599	farther	0.677745708852108	0.378554573834301
Gene Ontology Biological Process	GO:0050690	regulation of defense response to virus by virus	38	enriched	0.953907360792775	0.86285341760433	enriched	0.964785834242454	0.897397215963547	closer	0.963441325768917	0.89576978492252
Gene Ontology Biological Process	GO:0097720	calcineurin-mediated signaling	32	enriched	0.953907360792775	0.863305576185591	enriched	0.850655981699711	0.622524410621301	farther	0.827192639566433	0.593577660723965
Gene Ontology Biological Process	GO:0071826	ribonucleoprotein complex subunit organization	163	enriched	0.95404756152288	0.863617389477002	enriched	0.265081535521474	0.0485563192610569	farther	0.110136998631115	0.0130652923361586
Gene Ontology Biological Process	GO:0032967	positive regulation of collagen biosynthetic process	21	enriched	0.954243672107409	0.863979878351174	depleted	0.493882894095321	0.178121081709344	farther	0.886346097911553	0.697138022449107
Gene Ontology Biological Process	GO:1903707	negative regulation of hemopoiesis	147	enriched	0.955283025182759	0.865291253475292	enriched	0.77302100313739	0.484880008946035	farther	0.512201959877745	0.216238780502758
Gene Ontology Biological Process	GO:0007040	lysosome organization	44	enriched	0.955405895674956	0.865958125252199	depleted	0.77413284087397	0.486858989922545	farther	0.782823085177127	0.528835827395395
Gene Ontology Biological Process	GO:0080171	lytic vacuole organization	44	enriched	0.955405895674956	0.865958125252199	depleted	0.77413284087397	0.486858989922545	farther	0.782823085177127	0.528835827395395
Gene Ontology Biological Process	GO:0006338	chromatin remodeling	145	enriched	0.955529466308117	0.866522829716159	enriched	0.0985697820942101	0.00712667740281844	farther	0.0308158970966847	0.00180211005892942
Gene Ontology Biological Process	GO:1903578	regulation of ATP metabolic process	53	enriched	0.955529466308117	0.866867772132351	depleted	0.903679083384271	0.739198629944102	farther	0.727743170173075	0.448169176848536
Gene Ontology Biological Process	GO:0061008	hepaticobiliary system development	170	enriched	0.955529466308117	0.868024289786223	depleted	0.984301730070337	0.954241178572385	farther	0.386978509703407	0.126068245110894
Gene Ontology Biological Process	GO:0031468	nuclear envelope reassembly	20	enriched	0.955529466308117	0.868275073833245	enriched	0.493882894095321	0.178253527583928	farther	0.762663236361172	0.502775279485238
Gene Ontology Biological Process	GO:0001974	blood vessel remodeling	50	enriched	0.955904512732311	0.869400074740718	enriched	0.639924668467757	0.322352179686154	farther	0.895520685170508	0.7129101480898
Gene Ontology Biological Process	GO:0051497	negative regulation of stress fiber assembly	28	enriched	0.9569513572998	0.871162841760118	depleted	0.744404561146753	0.449615160405753	closer	0.390503371698487	0.128603455808438
Gene Ontology Biological Process	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	44	enriched	0.9569513572998	0.871270949576404	enriched	0.229010483448303	0.0373578492464844	farther	0.261578749618303	0.0610697361871774
Gene Ontology Biological Process	GO:0033630	positive regulation of cell adhesion mediated by integrin	15	enriched	0.9569513572998	0.871439712462582	depleted	0.904060213859504	0.740561826666071	closer	0.911830250723734	0.761963805701432
Gene Ontology Biological Process	GO:0048738	cardiac muscle tissue development	199	enriched	0.957377125779889	0.872198583284644	enriched	0.964785834242454	0.898877587214553	closer	0.579090704385868	0.26984571687219
Gene Ontology Biological Process	GO:0072539	T-helper 17 cell differentiation	20	enriched	0.957649365051469	0.872838048302545	depleted	0.590349657070883	0.26959949448711	closer	0.970743327013966	0.917492626966485
Gene Ontology Biological Process	GO:0006111	regulation of gluconeogenesis	30	enriched	0.957649365051469	0.873003482038585	enriched	0.978322590857017	0.93885425287362	farther	0.522976045749475	0.224479344785302
Gene Ontology Biological Process	GO:0001654	eye development	310	enriched	0.958000759120758	0.873972631958362	enriched	0.816907491130383	0.556465360318938	farther	0.329091022829997	0.0929415817529183
Gene Ontology Biological Process	GO:0071496	cellular response to external stimulus	294	enriched	0.958000759120758	0.874701326733637	enriched	0.749959334638708	0.456604433049076	farther	0.0360414768478489	0.00220761905096341
Gene Ontology Biological Process	GO:0043244	regulation of protein complex disassembly	83	enriched	0.958628413342507	0.875942346971279	enriched	0.200180269185855	0.0290295637363716	closer	0.971512754415191	0.92027127766933
Gene Ontology Biological Process	GO:2000679	positive regulation of transcription regulatory region DNA binding	23	enriched	0.959077237940408	0.87690779828744	enriched	0.87860849301421	0.677988061773516	closer	0.968163364302488	0.908912602845319
Gene Ontology Biological Process	GO:0007088	regulation of mitotic nuclear division	141	enriched	0.959383006703423	0.878595731058481	enriched	0.36155939296875	0.0889356211818849	farther	0.109455178248017	0.0128146787481687
Gene Ontology Biological Process	GO:0030038	contractile actin filament bundle assembly	101	enriched	0.959383006703423	0.87890525952541	enriched	0.62560427471756	0.309189009533567	closer	0.359642971016066	0.110632563481779
Gene Ontology Biological Process	GO:0043149	stress fiber assembly	101	enriched	0.959383006703423	0.87890525952541	enriched	0.62560427471756	0.309189009533567	closer	0.359642971016066	0.110632563481779
Gene Ontology Biological Process	GO:0002690	positive regulation of leukocyte chemotaxis	68	enriched	0.959383006703423	0.879232962917966	depleted	0.0562611267658169	0.00306694747617364	closer	0.911155446913524	0.760789291699546
Gene Ontology Biological Process	GO:0055069	zinc ion homeostasis	33	enriched	0.960127346730144	0.880614309985171	enriched	0.543498839205091	0.218974096966253	closer	0.110136998631115	0.0130451190170058
Gene Ontology Biological Process	GO:0036258	multivesicular body assembly	27	enriched	0.960127346730144	0.880845654598521	depleted	0.921138281060393	0.774792180846065	farther	0.971512754415191	0.919530050389581
Gene Ontology Biological Process	GO:0010922	positive regulation of phosphatase activity	41	enriched	0.960352736494505	0.881793120341815	enriched	0.296952899855147	0.0615893783378576	closer	0.0945328898695224	0.0100745493656943
Gene Ontology Biological Process	GO:0006487	protein N-linked glycosylation	55	enriched	0.960352736494505	0.882073229132082	depleted	0.699926656804836	0.394923803379575	closer	0.860923382220067	0.643719490585854
Gene Ontology Biological Process	GO:0032891	negative regulation of organic acid transport	13	enriched	0.960352736494505	0.882265723059019	depleted	0.810399551662215	0.543683284749256	closer	0.584233969977807	0.274727901694623
Gene Ontology Biological Process	GO:0010828	positive regulation of glucose transport	51	enriched	0.960577630299576	0.882934507245704	enriched	0.984301730070337	0.957129917097843	closer	0.243482496926691	0.0537914665388465
Gene Ontology Biological Process	GO:0090023	positive regulation of neutrophil chemotaxis	14	enriched	0.962418644754257	0.885736195571705	depleted	0.0872809035264621	0.00583677296309933	closer	0.530484630809925	0.230538193889485
Gene Ontology Biological Process	GO:1904375	regulation of protein localization to cell periphery	77	enriched	0.962418644754257	0.885967920838568	enriched	0.82713059265223	0.575782296395089	closer	0.586433191138058	0.276563666221922
Gene Ontology Biological Process	GO:0030193	regulation of blood coagulation	101	enriched	0.962418644754257	0.886119124361838	depleted	0.013118019875553	0.000261902703466168	closer	0.209349817473234	0.0400114208235333
Gene Ontology Biological Process	GO:1900046	regulation of hemostasis	101	enriched	0.962418644754257	0.886119124361838	depleted	0.013118019875553	0.000261902703466168	closer	0.209349817473234	0.0400114208235333
Gene Ontology Biological Process	GO:0086011	membrane repolarization during action potential	16	enriched	0.962971246692657	0.887187892136111	enriched	0.88630227605557	0.696114368742422	farther	0.427378474239894	0.154534779330599
Gene Ontology Biological Process	GO:0044711	single-organism biosynthetic process	1207	enriched	0.96330114999345	0.888052000265332	depleted	0.884183725934345	0.692059291591953	farther	0.625685263423046	0.315495370197475
Gene Ontology Biological Process	GO:0046173	polyol biosynthetic process	38	enriched	0.963534523848129	0.88849068712693	depleted	0.65302070188828	0.339231533448457	closer	0.226542776869309	0.046502965827602
Gene Ontology Biological Process	GO:0051972	regulation of telomerase activity	53	enriched	0.963534523848129	0.888739152379619	depleted	0.964034607621982	0.89332188445585	closer	0.717800720863361	0.433268355256543
Gene Ontology Biological Process	GO:0051338	regulation of transferase activity	914	enriched	0.963565912932839	0.889043176111711	enriched	0.556486391912765	0.230590878047444	farther	0.391204568197866	0.129137697158551
Gene Ontology Biological Process	GO:0098780	response to mitochondrial depolarisation	17	enriched	0.963809618054695	0.889454853955883	enriched	0.991644126567077	0.980303362181061	farther	0.933130649784719	0.809445856579586
Gene Ontology Biological Process	GO:0002320	lymphoid progenitor cell differentiation	25	enriched	0.964517405455263	0.890481954290253	depleted	0.830577714205951	0.584670347830134	farther	0.739927250441004	0.468429413053071
Gene Ontology Biological Process	GO:0050852	T cell receptor signaling pathway	154	enriched	0.965319848619497	0.891409916422424	depleted	0.605742486983014	0.286275657842271	closer	0.29845918287772	0.0757863015254532
Gene Ontology Biological Process	GO:0006333	chromatin assembly or disassembly	146	enriched	0.967039252403614	0.894680763857291	enriched	0.274847738718382	0.0511443747179002	farther	0.0720673913513814	0.00646776549635386
Gene Ontology Biological Process	GO:1900006	positive regulation of dendrite development	77	enriched	0.967039252403614	0.894723233287119	enriched	0.413084867103708	0.120876610946338	farther	0.876160086506149	0.67626855291093
